Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Vibration_RMS_mm_s,Running_Hours,Status,Label,Reason
27.44,66.94,3.09,0.028,0.4,444.1,Normal,0,None
50.99,87.43,3.1,0.053,2.16,906.4,Normal,0,None
31.23,79.66,2.6,0.022,3.44,401.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
54.36,79.78,3.57,0.145,3.02,384.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.49,64.97,3.48,0.117,0.28,1329,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.58,87.55,2.99,0.057,3.26,632.2,Normal,0,None
63.95,63.03,2.91,0.204,0.76,790.5,Warning,1,Motor current in warning range (60-70A)
0.86,73.96,2.34,0.196,2.05,1024.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
47.46,97.54,3.06,0.153,2.17,1161.6,Warning,1,Oil temperature in warning range (90-105°C)
28.4,69.02,2.95,0.008,3.02,67.9,Normal,0,None
63.13,87.13,3.5,0.351,4.78,2211.7,Warning,1,Multiple parameters in warning range
55.63,93.49,3.46,0.289,3.69,2043.7,Warning,1,Multiple parameters in warning range
28.07,76.92,3.1,0.413,3.35,1376.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
37.84,74.16,2.82,0.17,1.77,748.2,Normal,0,None
56.84,60.9,3.61,0.082,0.27,209.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.32,77.59,3.11,0.208,6.19,1329.6,Warning,1,Vibration in warning range (4-7 mm/s)
50.07,82.58,2.94,0.153,4.31,2219.3,Warning,1,Service interval warning (2000-3000 hrs)
69.1,90.91,2.94,0.485,8.7,2910.7,Critical,2,Bearing/Alignment issue (High current + High vibration)
44.88,88.31,2.95,0.08,1.84,1321.1,Normal,0,None
73.75,97.01,2.63,0.264,9.42,429.9,Critical,2,Bearing/Alignment issue (High current + High vibration)
36.27,75.26,2.87,0.142,0.8,99.8,Normal,0,None
50.37,77.76,3.43,0.069,2.02,495.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
41.35,81.56,2.96,0.167,1.37,1365.5,Normal,0,None
27.71,70.56,2.83,0.038,0.85,1928.7,Normal,0,None
25.22,62.88,3.32,0.127,3.4,67.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
56.01,70.76,3.37,0.117,0.62,936.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
70.82,64.21,2.94,0.164,3.14,527.8,Critical,2,Motor current critical (>70A)
47.33,75.85,3.14,0,0.39,1410.4,Normal,0,None
47.02,85.13,3.57,0.092,0.4,355.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
69.68,99.92,2.7,0.152,7.38,1282.8,Critical,2,Bearing/Alignment issue (High current + High vibration)
52.1,77.67,3.02,0.207,3.48,1115.5,Normal,0,None
39.21,68.2,3.12,0.442,2.62,1263.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
63.38,92.37,3.75,0.431,4.42,596.8,Critical,2,Line pressure critically high (>3.6 bar)
62.11,100.48,2.58,0.241,3.41,1502.4,Warning,1,Multiple parameters in warning range
62.44,78.75,3.63,0.258,1.18,2551.9,Critical,2,Line pressure critically high (>3.6 bar)
54.01,83.36,3.06,0.186,2.33,1186.8,Normal,0,None
49.93,69.74,2.65,0.158,3.27,685.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.15,66.74,3.01,0.278,3.52,2514.4,Warning,1,Service interval warning (2000-3000 hrs)
32.73,82.33,3.21,0.075,6.24,314.8,Warning,1,Vibration in warning range (4-7 mm/s)
29.67,81.9,2.75,0.149,1.31,575.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
31.05,79.46,2.15,0.267,4.86,2550.1,Critical,2,Line pressure critically low (<2.4 bar)
32.35,79.7,2.96,0.128,0.82,1255.5,Normal,0,None
50.52,81.58,3.03,0.012,2.75,1241.9,Normal,0,None
57.99,67.43,2.46,0.098,1.05,222,Warning,1,Line pressure low warning (2.4-2.8 bar)
57.5,98.02,3.16,0.205,3.73,1477.7,Warning,1,Oil temperature in warning range (90-105°C)
37.92,73.91,3,0.19,0.09,1782.2,Normal,0,None
38.27,60.68,3.11,0.177,2.3,346.2,Normal,0,None
50.48,61.6,3.36,0.734,4.84,509.5,Critical,2,Filter choked (ΔP >0.5 bar)
34.9,68.13,3.39,0.127,2.87,1697.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.51,92.19,2.81,0.169,4.46,1043.3,Warning,1,Vibration in warning range (4-7 mm/s)
34.87,76.55,2.91,0.119,1.71,987.6,Normal,0,None
56.37,92.15,3.08,0.239,2.7,406.2,Warning,1,Oil temperature in warning range (90-105°C)
61.69,87.81,3.41,0.288,6.06,1570.1,Warning,1,Multiple parameters in warning range
43.81,78.64,3.15,0.156,3.12,1597.8,Normal,0,None
59.9,61.5,2.85,0.019,2.03,827,Warning,1,Motor current in warning range (60-70A)
54.84,77.39,3.15,0.045,4.07,520,Normal,0,None
50.24,78.52,3.08,0.143,3.6,516.2,Normal,0,None
70.07,64.86,3.03,0.013,6.02,952.5,Critical,2,Motor current critical (>70A)
27.36,77.42,3,0.099,3.29,742.2,Normal,0,None
29.74,80.51,2.96,0.051,0.58,1791.9,Normal,0,None
39.52,81.23,3.05,0.153,2.31,607,Normal,0,None
69.17,70.45,3.44,0.719,2.84,1028,Critical,2,Filter choked (ΔP >0.5 bar)
68.44,86.66,2.88,0.05,2.9,485.8,Warning,1,Motor current in warning range (60-70A)
29.02,64.33,2.82,0.134,4.39,2338.2,Warning,1,Service interval warning (2000-3000 hrs)
26.57,67.15,3.08,0.044,4.19,1075.4,Warning,1,Vibration in warning range (4-7 mm/s)
51.99,104.85,3.11,0.225,2.75,271.6,Warning,1,Oil temperature in warning range (90-105°C)
33.76,70.74,2.9,0.044,1.08,726.5,Normal,0,None
41.46,75.67,3.16,0.024,1.05,812.6,Normal,0,None
44.01,73.62,2.51,0.115,2.06,1302.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
30.26,81.89,3.45,0.188,2.86,1897.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
68.38,64.37,3.77,0.159,2.19,551.9,Critical,2,Line pressure critically high (>3.6 bar)
49.6,78.16,3.13,0.063,3.98,1052.1,Normal,0,None
29.36,69.77,3.09,0.255,5.1,2427.1,Warning,1,Service interval warning (2000-3000 hrs)
44.87,70.08,3.35,0.189,2.62,820.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.86,88.27,3.15,0.072,1.78,1500.3,Normal,0,None
54.68,75.4,2.97,0.103,0.64,1362.6,Normal,0,None
52.4,87.88,2.99,0.182,2.27,416.7,Normal,0,None
60.1,85.87,3.26,0.369,4.52,2116.3,Warning,1,Multiple parameters in warning range
30.49,81.84,3.03,0.484,2.7,967.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
58.05,86.58,3.53,0.061,2.58,1131.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.27,82.97,3.06,0.119,6.55,967.2,Warning,1,Vibration in warning range (4-7 mm/s)
52.09,104.28,3.78,0.22,0.38,2933.7,Critical,2,Line pressure critically high (>3.6 bar)
55.19,104.1,3.48,0.35,4.19,2069.9,Warning,1,Multiple parameters in warning range
48.52,76.36,2.94,0.092,2.45,118.9,Normal,0,None
52.52,101.52,2.81,0.712,5.96,1836.4,Critical,2,Filter choking (High temperature + High ΔP)
35.53,75.92,3.05,0.309,0.86,842.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
45.37,62.64,3.15,0.096,3.85,486.2,Normal,0,None
65.08,88.09,2.86,0.328,3.99,2275.9,Warning,1,Multiple parameters in warning range
32.07,86.79,3.45,0.521,2.83,515.8,Critical,2,Filter choked (ΔP >0.5 bar)
34.95,69.15,2.84,0.028,5.3,931,Warning,1,Vibration in warning range (4-7 mm/s)
31.1,72.6,3.04,0.049,0.96,1022.7,Normal,0,None
27.35,76.94,3.2,0.172,3.02,445.4,Normal,0,None
56.94,74.13,2.58,0.124,3.08,1432.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
65.63,99.72,3.17,0.337,4.97,1776,Warning,1,Multiple parameters in warning range
58.38,96.74,3.26,0.28,4.91,1715.8,Warning,1,Multiple parameters in warning range
45.74,86.78,2.85,0.158,1.45,703.6,Normal,0,None
54.22,94.86,2.84,0.203,1.25,230.7,Warning,1,Oil temperature in warning range (90-105°C)
25.19,74.45,2.79,0.038,0.64,255.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.6,69.89,2.61,0.181,1.21,1911.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
67.36,83.79,3.31,0.363,8.97,763.6,Critical,2,Bearing/Alignment issue (High current + High vibration)
45.88,79.6,3.14,0.216,4.19,2308.6,Warning,1,Service interval warning (2000-3000 hrs)
60.12,72.87,2.85,0.107,1.35,1541.8,Warning,1,Motor current in warning range (60-70A)
45.1,62.16,2.89,0.09,6.32,839,Warning,1,Vibration in warning range (4-7 mm/s)
38.15,68.3,2.85,0.024,3.53,733.8,Normal,0,None
58.18,83.61,3.13,0.256,4.11,2401.3,Warning,1,Service interval warning (2000-3000 hrs)
44.25,85.12,3.15,0.05,3.19,75.9,Normal,0,None
63.05,92.49,2.8,0.283,4.06,1923.7,Warning,1,Multiple parameters in warning range
26.3,85.26,3.08,0.06,0.18,1839.6,Normal,0,None
56.13,68.39,2.82,0.114,3.55,87.4,Normal,0,None
55.88,68.56,3.45,0.002,2.99,1982,Warning,1,Line pressure high warning (3.2-3.6 bar)
50.06,77.18,3.54,0.098,3.68,1597.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.25,79.97,2.97,0.172,2.83,845.1,Normal,0,None
39.05,67.51,2.81,0.094,5.07,1022.9,Warning,1,Vibration in warning range (4-7 mm/s)
70.77,82.37,2.6,0.319,6.27,1845.5,Critical,2,Motor current critical (>70A)
34.97,97.11,1.87,0.331,6.53,1787,Critical,2,Line pressure critically low (<2.4 bar)
43.02,64.6,3.29,0.148,4.02,1883.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.31,107.72,2.59,0.143,6.12,1115.3,Critical,2,Oil temperature critical (>105°C)
27.67,85.25,3.16,0.031,1.34,1438.7,Normal,0,None
43.41,90.03,2.69,0.064,0.99,988.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
48.25,78.14,2.95,0.379,0.61,227.9,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.07,69.76,3.49,0.11,0.66,440.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.13,76.19,2.8,0.036,3.1,872.4,Normal,0,None
29.84,59.38,2.79,0.229,3.72,2994.9,Warning,1,Service interval warning (2000-3000 hrs)
49.5,63.01,2.5,0.115,2.89,1580.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
43.02,73.46,2.87,0.167,3.02,2857.5,Warning,1,Service interval warning (2000-3000 hrs)
34.28,85.34,2.85,0.158,0.66,385.9,Normal,0,None
59.57,65.18,3.02,0.109,3.45,2875,Warning,1,Service interval warning (2000-3000 hrs)
57.56,79.84,3.19,0.149,1.48,302,Warning,1,Line pressure high warning (3.2-3.6 bar)
51.02,76.49,2.9,0.067,2.31,245,Normal,0,None
62.74,76.4,3,0.069,0.77,1275.7,Warning,1,Motor current in warning range (60-70A)
36.74,86.01,3.02,0.18,3.86,1215.1,Normal,0,None
28.42,97.46,3.09,0.298,3.44,136.4,Warning,1,Oil temperature in warning range (90-105°C)
26.74,78.48,3.39,0.178,2.19,1492.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
47.4,77.61,3.1,0.154,2.91,1414.2,Normal,0,None
32.49,73.33,3.01,0.042,0.86,326,Normal,0,None
56.58,70.06,3.15,0.082,3.51,1023.9,Normal,0,None
68.35,94.23,2.96,0.215,8.69,2580,Critical,2,Bearing/Alignment issue (High current + High vibration)
52.89,72.68,2.45,0.126,0.47,1353.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
35.73,89.52,2.91,0.106,2.46,505,Normal,0,None
55.73,77.26,3.06,0.199,3.26,1954.5,Normal,0,None
51.09,71.79,3.24,0.059,1.05,1014.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
61.48,68.7,2.95,0.122,3.22,1007.3,Warning,1,Motor current in warning range (60-70A)
39.44,68.41,3.07,0.165,0.18,919.1,Normal,0,None
49.73,89.04,3.19,0.07,2.89,1627.9,Normal,0,None
45.45,79.02,3.14,0.203,0.01,1191.9,Normal,0,None
31.83,88.13,3.22,0.118,2.23,270.1,Normal,0,None
50.8,80.22,3.1,0.192,1.81,401.7,Normal,0,None
67.36,98.98,3.45,0.368,3.66,2202.4,Warning,1,Multiple parameters in warning range
67.49,81.31,3.05,0.512,5.66,1266.7,Critical,2,Filter choked (ΔP >0.5 bar)
40.93,83.43,2.78,0.145,5.78,1353.7,Warning,1,Vibration in warning range (4-7 mm/s)
54.35,92.22,2.01,0.384,0.3,2427.1,Critical,2,Line pressure critically low (<2.4 bar)
32.39,72.27,3.07,0.195,4.26,2980.5,Warning,1,Service interval warning (2000-3000 hrs)
49.82,73.4,2.82,0.182,2.84,2458.7,Warning,1,Service interval warning (2000-3000 hrs)
69.81,66.8,1.94,0.277,4.57,508.2,Critical,2,Air leak/Airend wear (High current + Low pressure)
7.72,77.48,2.63,0.131,3.98,2085,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
66.43,91.72,2.07,0.207,3.66,2335.7,Critical,2,Air leak/Airend wear (High current + Low pressure)
54.32,64.59,3.01,0.15,0.54,910.1,Normal,0,None
53.52,61.07,2.9,0.269,1.8,1839.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.82,91.18,2.94,0.269,2.06,2065.6,Warning,1,Service interval warning (2000-3000 hrs)
33.66,69.5,2.61,0.038,2.04,1219.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
59.47,65.63,2.85,0.094,3.25,180,Normal,0,None
36.02,106.51,2.97,0.661,5.06,555.2,Critical,2,Filter choking (High temperature + High ΔP)
59.38,66.22,3.07,0.18,0.84,587.1,Normal,0,None
42.01,79.11,3.13,0.147,2.74,1149.6,Normal,0,None
43.98,64.86,3,0.22,3.44,2542.4,Warning,1,Service interval warning (2000-3000 hrs)
25.4,82.92,2.51,0.055,1.54,925.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
57.21,60.6,2.91,0.002,4.06,1183.3,Warning,1,Vibration in warning range (4-7 mm/s)
30.55,70.08,3.09,0.019,1.67,1187.1,Normal,0,None
33.74,88.71,1.87,0.448,0.57,1422.9,Critical,2,Line pressure critically low (<2.4 bar)
52.02,85.67,3.02,0.09,6.41,1367.1,Warning,1,Vibration in warning range (4-7 mm/s)
33.33,84.26,2.99,0.148,1.34,136.3,Normal,0,None
71.52,87.82,2.22,0.096,4.75,1872.3,Critical,2,Air leak/Airend wear (High current + Low pressure)
64.29,73.01,3.16,0.017,0.28,1305.8,Warning,1,Motor current in warning range (60-70A)
24.96,69.86,2.51,0.01,0.6,952.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.64,70.27,2.89,0.082,0.88,249,Normal,0,None
53.71,73.82,2.92,0.141,2.28,2500.4,Warning,1,Service interval warning (2000-3000 hrs)
30.99,78.5,3.15,0,7,62.7,Warning,1,Vibration in warning range (4-7 mm/s)
31.22,66.05,3.04,0.016,3.56,689.9,Normal,0,None
65.17,88,3.33,0.36,5.04,1530.2,Warning,1,Multiple parameters in warning range
39.19,82.28,3.09,0.198,2.01,1315.5,Normal,0,None
26.58,68.07,3.09,0.162,2.97,559.8,Normal,0,None
39.07,70.72,3.07,0.051,1.85,1185.7,Normal,0,None
37.91,60.7,2.83,0,2.14,1466.3,Normal,0,None
33.07,93.76,2.84,0.248,3.19,1161.5,Warning,1,Oil temperature in warning range (90-105°C)
69.69,83.98,2.65,0.308,6.6,1267.6,Critical,2,Motor current critical (>70A)
59.75,89.43,3.02,0.331,4.75,2121.5,Warning,1,Multiple parameters in warning range
60.46,87.02,2.87,0.024,0.98,787.3,Warning,1,Motor current in warning range (60-70A)
62.47,87.45,2.99,0.087,4.01,1036.7,Warning,1,Motor current in warning range (60-70A)
58.34,76.42,3.05,0.263,2.43,2366.8,Warning,1,Service interval warning (2000-3000 hrs)
50.5,82.34,3,0.133,0.52,745.3,Normal,0,None
36.23,64.08,3.01,0.068,2.83,1954.2,Normal,0,None
40.78,63.72,3.16,0.083,3.54,1517.7,Normal,0,None
8.26,68.65,2.24,0.019,2.84,1050.3,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
32.3,74.3,3.02,0.094,2.06,1328.5,Normal,0,None
29.52,62.82,2.68,0.121,1.99,1787.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
38.63,74.27,3.07,0.032,3.31,1329.6,Normal,0,None
54.83,59.43,2.83,0.179,3.65,875.3,Normal,0,None
41.32,99.87,2.9,0.199,3.06,1700.2,Warning,1,Oil temperature in warning range (90-105°C)
29.3,70.71,3,0.021,3.28,1088,Normal,0,None
31.49,73.42,2.57,0.082,3.55,593.3,Warning,1,Line pressure low warning (2.4-2.8 bar)
42.15,87.69,3.01,0.17,6.87,1648,Warning,1,Vibration in warning range (4-7 mm/s)
48.62,72.15,3.34,0.066,2.5,13.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
33.72,61.6,3.77,0.133,0.77,2672.5,Critical,2,Line pressure critically high (>3.6 bar)
55.75,74.54,3.6,0.097,3.73,637.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.48,74.52,3.03,0.078,1.56,391.3,Normal,0,None
32.35,86.75,3.56,0.097,2.38,1086.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
28.18,80.51,3.55,0.143,2.36,603.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
28.19,86.99,2.88,0.035,3.5,383.9,Normal,0,None
56.33,103.47,3.25,0.187,3.68,1860.6,Warning,1,Multiple parameters in warning range
63.82,80.98,2.94,0.146,2.19,289.4,Warning,1,Motor current in warning range (60-70A)
33.69,87.18,3.02,0.093,2.28,290.2,Normal,0,None
65.58,82.72,3.17,0.072,1.7,105.5,Warning,1,Motor current in warning range (60-70A)
3.63,73.96,2.77,0.065,3.7,75,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
27.14,69.2,3,0.13,1.67,202.3,Normal,0,None
40.52,87.29,3.34,0.02,2.47,1580.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
59.63,97.57,2.58,0.391,4.32,1639,Warning,1,Multiple parameters in warning range
37.44,58.6,2.82,0.041,2.43,504,Normal,0,None
24.93,81.61,2.95,0.092,1.54,1243.6,Normal,0,None
30.8,88.24,2.85,0.021,3.96,1977.3,Normal,0,None
38.55,87.28,2.85,0.001,1.56,1056.2,Normal,0,None
51.49,75.9,2.85,0.088,5.61,1278.4,Warning,1,Vibration in warning range (4-7 mm/s)
48.63,68.81,3.19,0.06,3.27,346.5,Normal,0,None
52.6,65.99,2.74,0.162,3.25,1672.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.18,86,2.68,0.18,0.29,1110,Warning,1,Line pressure low warning (2.4-2.8 bar)
62.29,86.15,3.45,0.195,3.95,2326.6,Warning,1,Multiple parameters in warning range
26.67,60.74,3.13,0.097,2.84,788.7,Normal,0,None
56.3,92.57,2.92,0.354,2.86,2148.1,Warning,1,Multiple parameters in warning range
57.47,60.39,3.42,0.117,0.46,1205,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.99,96.52,2.93,0.238,0.7,118.9,Warning,1,Oil temperature in warning range (90-105°C)
26.68,71.16,3.06,0.092,4.83,2231.4,Warning,1,Service interval warning (2000-3000 hrs)
4.69,79.02,2.82,0.074,3.07,2945.6,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
69.22,102.84,2.56,0.335,5.33,1570.5,Warning,1,Multiple parameters in warning range
31.74,88.39,3,0.132,3.3,1341.2,Normal,0,None
57.58,98.84,3.05,0.253,1.47,652.3,Warning,1,Oil temperature in warning range (90-105°C)
74.33,68.12,3.32,0.121,7.29,2820.7,Critical,2,Bearing/Alignment issue (High current + High vibration)
38.24,88.59,3.14,0.137,4.37,1540.7,Warning,1,Vibration in warning range (4-7 mm/s)
73.64,83.76,3.01,0.101,9.53,2218.6,Critical,2,Bearing/Alignment issue (High current + High vibration)
26.79,79.55,2.83,0.053,3.55,1432,Normal,0,None
58.46,105.09,2.92,0.271,1.02,1498.4,Warning,1,Oil temperature in warning range (90-105°C)
72.73,105.45,2.72,0.005,2.46,2208.8,Critical,2,Oil temperature critical (>105°C)
36.53,81.66,3.05,0.153,3.62,1039.9,Normal,0,None
68.47,103.08,3.46,0.208,5.16,1795.6,Warning,1,Multiple parameters in warning range
47.37,74.68,2.96,0.034,0.66,834.3,Normal,0,None
41.19,64.05,3.37,0.169,3.46,109.7,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.43,78.71,2.71,0.025,2.5,792,Warning,1,Line pressure low warning (2.4-2.8 bar)
38.55,76.61,3.24,0.031,0.99,1718.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
52.66,78.96,3.41,0.149,1.13,56,Warning,1,Line pressure high warning (3.2-3.6 bar)
26.53,66.6,3.45,0.109,0.95,1945.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.32,66.37,3.19,0.016,2.35,1376.3,Normal,0,None
43.08,78.76,3.14,0.033,3.53,495.8,Normal,0,None
58.43,71.81,2.62,0.08,0.96,1044,Warning,1,Line pressure low warning (2.4-2.8 bar)
52.72,100.02,2.88,0.274,2.17,1817.9,Warning,1,Oil temperature in warning range (90-105°C)
55.87,86.94,3,0.252,2.8,1500.6,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.61,67.24,2.9,0.024,1.8,845,Normal,0,None
36.14,105.09,3.31,0.705,3.02,272.2,Critical,2,Filter choking (High temperature + High ΔP)
42.2,81.51,3.18,0.3,0,367,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
57.93,89.68,3.04,0.178,1.99,1845.9,Warning,1,Oil temperature in warning range (90-105°C)
47.37,69.73,3.5,0.029,0.77,506.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
25.56,75.34,2.01,0.318,4.04,2113.9,Critical,2,Line pressure critically low (<2.4 bar)
60.28,63.34,2.81,0.028,2.23,302.4,Warning,1,Motor current in warning range (60-70A)
69.29,59.58,2.84,0.255,7.41,825.5,Critical,2,Bearing/Alignment issue (High current + High vibration)
56.89,87.81,3.58,0.218,1.59,1789.9,Critical,2,Line pressure critically high (>3.6 bar)
31.88,75.75,2.96,0.138,5.35,1097.7,Warning,1,Vibration in warning range (4-7 mm/s)
36.15,91.62,2.79,0.729,2.51,303.5,Critical,2,Filter choked (ΔP >0.5 bar)
43.42,76.76,2.81,0.006,1.67,1244.2,Normal,0,None
48.14,101.98,3.11,0.246,0.2,176.5,Warning,1,Oil temperature in warning range (90-105°C)
47.69,86.39,2.08,0.454,4.13,2144,Critical,2,Line pressure critically low (<2.4 bar)
74.9,87.43,2.42,0.315,1.22,1132.4,Critical,2,Air leak/Airend wear (High current + Low pressure)
58.05,65.66,3.02,0.454,0.94,265.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
68.56,64.68,3.18,0.052,1.3,211,Warning,1,Motor current in warning range (60-70A)
31.17,100.5,2.93,0.162,1.43,793.6,Warning,1,Oil temperature in warning range (90-105°C)
45.4,65.56,3.08,0.217,3.15,1170.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
4.89,72.19,2.62,0.08,0.42,625.1,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
37.77,85.9,2.79,0.174,0.41,1343.3,Normal,0,None
53.3,62.32,2.87,0.293,2.45,2220.8,Warning,1,Service interval warning (2000-3000 hrs)
38.41,79.73,3.28,0.014,3.02,1312.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
64.57,94.82,3.24,0.612,5.53,797.5,Critical,2,Filter choked (ΔP >0.5 bar)
33.08,100.96,2.62,0.685,5.99,1597.3,Critical,2,Filter choked (ΔP >0.5 bar)
59.6,84.24,3.29,0.176,5.27,1686.1,Warning,1,Multiple parameters in warning range
32.15,102.11,3.24,0.646,0.62,530.9,Critical,2,Filter choking (High temperature + High ΔP)
53.82,100.64,2.39,0.301,1.82,2997.3,Critical,2,Line pressure critically low (<2.4 bar)
53.02,66.94,3.17,0.194,3.51,2604.1,Warning,1,Service interval warning (2000-3000 hrs)
47.86,95.74,2.66,0.55,5.43,3682.9,Critical,2,Service critical (>3000 hrs) - Service required
70.65,97.23,3.48,0.014,3.64,1463.8,Critical,2,Motor current critical (>70A)
51.18,86.67,3.15,0.016,0.34,1155.8,Normal,0,None
34.11,100.74,2.91,0.156,1.51,1601,Warning,1,Oil temperature in warning range (90-105°C)
73.09,71.63,3.01,0.035,3.16,471.6,Critical,2,Motor current critical (>70A)
3.95,80.42,2.97,0.208,3.88,729.3,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
48.5,89.82,3.12,0.221,1.28,1746.4,Warning,1,Oil temperature in warning range (90-105°C)
49.5,84.41,3.01,0.148,2.12,1388.3,Normal,0,None
57.47,95.28,2.52,0.384,4.89,2395.6,Warning,1,Multiple parameters in warning range
36.56,72.41,3.18,0.182,2.23,2901.3,Warning,1,Service interval warning (2000-3000 hrs)
35.41,73.15,3.24,0.151,2.47,1263.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
72.16,84.8,2.48,0.057,1.75,2799,Critical,2,Air leak/Airend wear (High current + Low pressure)
69.48,63.21,2.24,0.311,0.53,892.1,Critical,2,Air leak/Airend wear (High current + Low pressure)
60.51,70.98,2.99,0.131,0.34,433.1,Warning,1,Motor current in warning range (60-70A)
50.26,79.66,2.92,0.099,2.96,1483.4,Normal,0,None
45.45,74.1,3.59,0.108,3.96,808,Warning,1,Line pressure high warning (3.2-3.6 bar)
42.69,92.91,3.39,0.756,3.79,817.4,Critical,2,Filter choked (ΔP >0.5 bar)
46.52,87.11,2.47,0.104,1.83,1793.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
47.92,85.86,2.95,0.168,3.8,1556.4,Normal,0,None
26.73,68.3,2.9,0.045,1.34,1203.2,Normal,0,None
26.35,62.97,2.47,0.17,2.31,1171.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
57.25,73.22,2.88,0.037,2.99,530,Normal,0,None
32.97,65.12,2.92,0.079,0.03,133.3,Normal,0,None
46.47,105.82,3.27,0.78,7.07,153.5,Critical,2,Filter choking (High temperature + High ΔP)
62.32,107.27,2.7,0.199,4.8,2847.4,Critical,2,Oil temperature critical (>105°C)
36.83,90.31,3.14,0.04,2.4,860.7,Normal,0,None
38.25,63.93,3.12,0.056,0.57,50,Normal,0,None
29.17,59.44,3.14,0.096,0.54,930,Normal,0,None
36.81,81.01,2.79,0.274,0.53,1825.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
58.59,85.09,2.85,0.131,1.77,484.3,Normal,0,None
58.18,78.68,3,0.036,2.51,1293,Normal,0,None
31.33,73.85,2.89,0.241,1.67,1240.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
5.33,67.57,2.15,0.193,0.46,2414.1,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
26.27,85.37,3.21,0.42,5.75,3278.3,Critical,2,Service critical (>3000 hrs) - Service required
53.6,79.63,3.03,0.016,0.43,460.6,Normal,0,None
45.3,89.72,3.11,0.011,1.29,1872.5,Normal,0,None
34.35,79.01,2.92,0.184,3.18,589.1,Normal,0,None
56.32,74.94,2.81,0.129,1.19,1349.7,Normal,0,None
67.29,80.58,3,0.203,2.22,850.4,Warning,1,Motor current in warning range (60-70A)
